,frequency,presence,idf,tf-idf
he,256,218.0,4.927248965696914,1261.37573521841
really,255,244.0,4.8150624849686885,1227.8409336670156
when,254,249.0,4.794859777651169,1217.894383523397
or,253,238.0,4.839857143581904,1224.4838573262218
had,251,241.0,4.827382969356728,1211.6731253085388
last,250,243.0,4.819152470220213,1204.7881175550533
has,244,238.0,4.839857143581904,1180.9251430339846
only,238,233.0,4.860999580155713,1156.9179000770598
an,229,225.0,4.895785696241129,1121.1349244392186
oh,226,220.0,4.918157993995662,1111.5037066430195
twitter,226,223.0,4.904674643658375,1108.4564694667927
would,222,216.0,4.936423341972955,1095.885981917996
tomorrow,221,219.0,4.922693149161054,1087.9151859645929
haha,220,211.0,4.959734420841402,1091.1415725851084
been,210,203.0,4.998200701669198,1049.6221473505316
why,210,201.0,5.00805299811221,1051.6911296035641
yeah,208,200.0,5.013015787454339,1042.7072837905025
morning,204,198.0,5.023015870788923,1024.6952376409401
re,204,197.0,5.02805366481888,1025.7229476230516
love,198,193.0,5.048462536450087,999.5955822171172
again,191,186.0,5.085212078658828,971.2755070238362
week,189,182.0,5.106834542671994,965.1917285650068
ve,188,181.0,5.112314008436619,961.1150335860843
she,185,158.0,5.2474164932931835,970.772051259239
could,185,180.0,5.117823664247589,946.7973778858039
should,183,180.0,5.117823664247589,936.5617305573088
her,180,156.0,5.260074890165106,946.8134802297192
right,178,174.0,5.151534721589901,916.9731804430023
make,177,176.0,5.140170962939585,909.8102604403066
much,176,171.0,5.168826218699961,909.7134144911932
tonight,174,173.0,5.157265396298886,897.3641789560062
come,174,169.0,5.180522258463153,901.4108729725887
though,172,171.0,5.168826218699961,889.0381096163934
way,172,171.0,5.168826218699961,889.0381096163934
over,171,168.0,5.1864219805903415,886.8781586809484
gon,169,165.0,5.204332907156871,879.5322613095112
next,166,161.0,5.2287243602810305,867.9682438066511
by,165,163.0,5.216454267689216,860.7149541687207
watching,160,160.0,5.234916330528952,837.5866128846324
getting,157,156.0,5.260074890165106,825.8317577559217
sleep,156,151.0,5.292440174667139,825.6206672480736
were,155,149.0,5.3056854014171595,822.3812372196597
them,154,146.0,5.325888108734678,820.1867687451404
bed,153,152.0,5.28588277412098,808.7400644405099
hope,146,144.0,5.33958695309284,779.5796951515546
weekend,145,142.0,5.353476065253507,776.2540294617586
hey,142,133.0,5.418480895562504,769.4242871698756
dont,140,134.0,5.411045917074985,757.5464283904979
does,139,135.0,5.403665809777363,751.1095475590535
people,138,133.0,5.418480895562504,747.7503635876255
yes,138,128.0,5.456508291151743,752.9981441789405
miss,136,130.0,5.441123372312263,739.9927786344678
after,136,134.0,5.411045917074985,735.902244722198
wish,135,134.0,5.411045917074985,730.4911988051231
who,133,127.0,5.464290431593797,726.7506274019751
better,133,133.0,5.418480895562504,720.657959109813
where,132,131.0,5.433518772927044,717.2244780263699
days,132,130.0,5.441123372312263,718.2282851452187
school,131,127.0,5.464290431593797,715.8220465387874
wait,130,128.0,5.456508291151743,709.3460778497266
any,129,126.0,5.472133609054824,705.9052355680723
soon,129,127.0,5.464290431593797,704.8934656755998
say,128,127.0,5.464290431593797,699.429175244006
ok,128,124.0,5.4880069582111135,702.4648906510225
take,127,125.0,5.480038788561937,695.964926147366
bad,127,125.0,5.480038788561937,695.964926147366
never,125,122.0,5.504136340140997,688.0170425176246
working,124,123.0,5.496039129908378,681.5088521086388
long,123,122.0,5.504136340140997,677.0087698373426
little,121,119.0,5.528828952731369,668.9883032804956
feel,121,120.0,5.520530149916674,667.9841481399175
hours,120,119.0,5.528828952731369,663.4594743277643
sorry,117,116.0,5.554146760715659,649.8351710037321
phone,115,104.0,5.662360345355891,651.1714397159275
watch,115,113.0,5.580122247118919,641.7140584186757
him,114,108.0,5.624972813284271,641.2469007144068
done,114,111.0,5.59782182421832,638.1516879608885
thing,113,109.0,5.6158403297209984,634.5899572584729
show,111,107.0,5.634189468389195,625.3950309912007
same,110,109.0,5.6158403297209984,617.7424362693098
doing,110,110.0,5.60679049420108,616.7469543621188
fun,110,105.0,5.652881601401348,621.8169761541483
before,110,110.0,5.60679049420108,616.7469543621188
first,109,108.0,5.624972813284271,613.1220366479855
down,109,107.0,5.634189468389195,614.1266520544223
his,108,104.0,5.662360345355891,611.5349172984362
ready,107,107.0,5.634189468389195,602.8582731176439
please,103,98.0,5.721200845378825,589.283687074019
find,103,101.0,5.6913478822291435,586.2088318696018
d,103,100.0,5.701200178672155,587.223618403232
friday,102,100.0,5.701200178672155,581.5224182245598
ur,102,85.0,5.861973399259907,597.9212867245105
another,102,97.0,5.731353216842843,584.59802811797
wan,101,97.0,5.731353216842843,578.8666749011271
even,100,99.0,5.711150509525323,571.1150509525323
us,100,95.0,5.751972504045579,575.1972504045578
guess,100,99.0,5.711150509525323,571.1150509525323
yet,99,99.0,5.711150509525323,565.403900443007
look,98,98.0,5.721200845378825,560.6776828471249
sure,98,98.0,5.721200845378825,560.6776828471249
great,98,97.0,5.731353216842843,561.6726152505986
maybe,96,95.0,5.751972504045579,552.1893603883756
because,96,93.0,5.773025913243411,554.2104876713674
follow,96,89.0,5.81651102518315,558.3850584175824
old,95,91.0,5.7945321184643745,550.4805512541155
until,94,92.0,5.783721202360159,543.669793021855
bit,94,92.0,5.783721202360159,543.669793021855
something,94,89.0,5.81651102518315,546.7520363672161
our,94,93.0,5.773025913243411,542.6644358448807
very,94,89.0,5.81651102518315,546.7520363672161
than,94,94.0,5.762443803912874,541.6697175678102
trying,93,91.0,5.7945321184643745,538.8914870171868
let,93,91.0,5.7945321184643745,538.8914870171868
happy,92,92.0,5.783721202360159,532.1023506171346
having,92,92.0,5.783721202360159,532.1023506171346
wo,91,89.0,5.81651102518315,529.3025032916667
always,90,88.0,5.827684325781275,524.4915893203148
may,90,87.0,5.838983881035208,525.5085492931687
early,89,89.0,5.81651102518315,517.6694812413003
left,89,87.0,5.838983881035208,519.6695654121336
check,89,78.0,5.9468728430463935,529.271683031129
into,88,87.0,5.838983881035208,513.8305815310983
thought,87,87.0,5.838983881035208,507.9915976500631
went,87,86.0,5.850412576858831,508.9858941867183
finally,87,87.0,5.838983881035208,507.9915976500631
other,86,86.0,5.850412576858831,503.1354816098595
house,86,84.0,5.873669439023098,505.13557175598646
waiting,86,86.0,5.850412576858831,503.1354816098595
thanks,85,85.0,5.861973399259907,498.2677389370921
till,85,85.0,5.861973399259907,498.2677389370921
movie,84,83.0,5.885503896670101,494.3823273202885
already,83,83.0,5.885503896670101,488.49682342361837
ta,83,81.0,5.909601448249162,490.4969202046804
said,82,80.0,5.921871540840976,485.59346634896
play,82,82.0,5.897480087716817,483.593367192779
live,82,73.0,6.012255602309245,493.0049593893581
year,81,78.0,5.9468728430463935,481.6967002867579
call,81,75.0,5.985587355227084,484.8325757733938
actually,81,81.0,5.909601448249162,478.6777173081821
girl,80,80.0,5.921871540840976,473.74972326727806
those,80,79.0,5.934294060839533,474.74352486716265
guys,80,78.0,5.9468728430463935,475.74982744371147
start,80,79.0,5.934294060839533,474.74352486716265
someone,80,80.0,5.921871540840976,473.74972326727806
away,80,78.0,5.9468728430463935,475.74982744371147
sad,79,78.0,5.9468728430463935,469.8029546006651
cant,79,77.0,5.959611868823823,470.809337637082
later,79,78.0,5.9468728430463935,469.8029546006651
friend,78,78.0,5.9468728430463935,463.8560817576187
car,78,74.0,5.998832581977104,467.90894139421414
try,78,76.0,5.972515273659731,465.856191345459
while,77,77.0,5.959611868823823,458.89011389943437
keep,76,76.0,5.972515273659731,453.9111607981396
tell,76,75.0,5.985587355227084,454.90463899725836
few,76,75.0,5.985587355227084,454.90463899725836
nothing,76,76.0,5.972515273659731,453.9111607981396
everyone,75,73.0,6.012255602309245,450.9191701731934
made,75,74.0,5.998832581977104,449.9124436482828
friends,74,73.0,6.012255602309245,444.9069145708841
tweet,74,67.0,6.096812990337308,451.1641612849608
mom,74,69.0,6.067825453464056,449.0190835563401
soo,74,72.0,6.025861254365023,445.91373282301174
also,74,73.0,6.012255602309245,444.9069145708841
tho,73,72.0,6.025861254365023,439.8878715686467
gone,73,73.0,6.012255602309245,438.89465896857484
looking,73,73.0,6.012255602309245,438.89465896857484
man,72,72.0,6.025861254365023,433.8620103142817
coming,71,71.0,6.03965457649736,428.81547493131256
read,71,68.0,6.082214190916155,431.83720755504703
being,71,70.0,6.0536408184721,429.80849811151904
cool,71,67.0,6.096812990337308,432.87372231394886
big,70,67.0,6.096812990337308,426.77690932361156
two,70,70.0,6.0536408184721,423.754857293047
anyone,69,69.0,6.067825453464056,418.67995628901986
monday,69,67.0,6.096812990337308,420.68009633327426
life,69,68.0,6.082214190916155,419.67277917321474
lt,69,64.0,6.141933425617777,423.79340636762663
coffee,68,65.0,6.126665953486989,416.61328483711526
sun,68,66.0,6.111628076122448,415.59070917632647
tired,68,65.0,6.126665953486989,416.61328483711526
nice,67,64.0,6.141933425617777,411.5095395163911
ever,67,64.0,6.141933425617777,411.5095395163911
hair,67,64.0,6.141933425617777,411.5095395163911
put,67,64.0,6.141933425617777,411.5095395163911
least,67,66.0,6.111628076122448,409.47908110020404
things,67,66.0,6.111628076122448,409.47908110020404
ya,66,65.0,6.126665953486989,404.3599529301413
lunch,66,66.0,6.111628076122448,403.3674530240816
hi,65,64.0,6.141933425617777,399.2256726651555
almost,65,64.0,6.141933425617777,399.2256726651555
found,65,64.0,6.141933425617777,399.2256726651555
rain,65,62.0,6.173185969121882,401.2570879929224
late,65,63.0,6.157437612153743,400.23344478999326
looks,65,64.0,6.141933425617777,399.2256726651555
around,64,63.0,6.157437612153743,394.07600717783953
playing,64,63.0,6.157437612153743,394.07600717783953
anything,64,63.0,6.157437612153743,394.07600717783953
talk,63,63.0,6.157437612153743,387.9185695656858
n,63,57.0,6.255877684966995,394.1202941529207
through,63,62.0,6.173185969121882,388.9107160546786
use,63,61.0,6.189186310468323,389.9187375595044
aww,63,61.0,6.189186310468323,389.9187375595044
saw,63,62.0,6.173185969121882,388.9107160546786
buy,62,62.0,6.173185969121882,382.7375300855567
might,62,61.0,6.189186310468323,383.72955124903604
party,61,59.0,6.221976133291314,379.5405441307701
probably,60,60.0,6.205446831340104,372.32680988040624
leave,60,60.0,6.205446831340104,372.32680988040624
wants,60,59.0,6.221976133291314,373.3185679974788
making,60,59.0,6.221976133291314,373.3185679974788
job,59,58.0,6.238783251607695,368.088211844854
best,59,59.0,6.221976133291314,367.09659186418753
give,59,59.0,6.221976133291314,367.09659186418753
head,59,57.0,6.255877684966995,369.0967834130527
pretty,59,58.0,6.238783251607695,368.088211844854
yay,59,58.0,6.238783251607695,368.088211844854
money,58,53.0,6.3273366489491405,366.98552563905014
x,58,57.0,6.255877684966995,362.8409057280857
missed,58,58.0,6.238783251607695,361.84942859324633
since,58,57.0,6.255877684966995,362.8409057280857
must,58,58.0,6.238783251607695,361.84942859324633
mean,57,54.0,6.308987510280944,359.6122880860138
boo,57,56.0,6.273269427678865,357.5763573776953
lot,57,57.0,6.255877684966995,356.5850280431187
hear,57,57.0,6.255877684966995,356.5850280431187
eating,57,55.0,6.290969004778265,358.5852332723611
hot,56,55.0,6.290969004778265,352.2942642675829
listening,56,55.0,6.290969004778265,352.2942642675829
cause,56,56.0,6.273269427678865,351.30308795001645
thinking,56,56.0,6.273269427678865,351.30308795001645
stuff,56,55.0,6.290969004778265,352.2942642675829
everything,56,55.0,6.290969004778265,352.2942642675829
far,56,54.0,6.308987510280944,353.30330057573286
finished,55,54.0,6.308987510280944,346.99431306545193
eat,55,50.0,6.384495062789089,351.14722845339986
yesterday,55,55.0,6.290969004778265,346.0032952628046
hate,55,54.0,6.308987510280944,346.99431306545193
summer,55,54.0,6.308987510280944,346.99431306545193
seen,55,55.0,6.290969004778265,346.0032952628046
dinner,54,52.0,6.346028781961293,342.6855542259098
baby,54,53.0,6.3273366489491405,341.67617904325357
says,54,54.0,6.308987510280944,340.68532555517095
thats,54,53.0,6.3273366489491405,341.67617904325357
didnt,54,53.0,6.3273366489491405,341.67617904325357
enough,54,53.0,6.3273366489491405,341.67617904325357
omg,54,51.0,6.365076976931988,343.71415675432735
weeks,53,52.0,6.346028781961293,336.3395254439485
both,53,52.0,6.346028781961293,336.3395254439485
woke,53,50.0,6.384495062789089,338.3782383278217
hello,53,50.0,6.384495062789089,338.3782383278217
song,53,52.0,6.346028781961293,336.3395254439485
game,53,52.0,6.346028781961293,336.3395254439485
myself,53,52.0,6.346028781961293,336.3395254439485
feeling,52,52.0,6.346028781961293,329.9934966619872
star,52,51.0,6.365076976931988,330.9840028004634
cold,52,52.0,6.346028781961293,329.9934966619872
ill,52,51.0,6.365076976931988,330.9840028004634
room,52,51.0,6.365076976931988,330.9840028004634
world,52,52.0,6.346028781961293,329.9934966619872
their,51,51.0,6.365076976931988,324.6189258235314
took,51,50.0,6.384495062789089,325.6092482022435
end,51,51.0,6.365076976931988,324.6189258235314
wow,51,51.0,6.365076976931988,324.6189258235314
stop,50,50.0,6.384495062789089,319.22475313945444
ha,50,35.0,6.732801757057305,336.64008785286524
sunday,50,50.0,6.384495062789089,319.22475313945444
wanted,50,49.0,6.404297690085269,320.2148845042634
which,49,49.0,6.404297690085269,313.8105868141782
okay,49,48.0,6.424500397402788,314.8005194727366
help,49,49.0,6.404297690085269,313.8105868141782
kids,49,48.0,6.424500397402788,314.8005194727366
free,48,48.0,6.424500397402788,308.37601907533383
most,48,47.0,6.445119684605523,309.36574486106514
mine,48,47.0,6.445119684605523,309.36574486106514
whole,48,48.0,6.424500397402788,308.37601907533383
stay,48,47.0,6.445119684605523,309.36574486106514
ago,48,47.0,6.445119684605523,309.36574486106514
mothers,48,42.0,6.555120579819852,314.6457878313529
birthday,48,47.0,6.445119684605523,309.36574486106514
mother,47,44.0,6.509658205743095,305.9539356699255
r,47,44.0,6.509658205743095,305.9539356699255
pic,47,46.0,6.466173093803357,303.91013540875775
music,46,45.0,6.48767929902432,298.4332477551187
awesome,46,46.0,6.466173093803357,297.4439623149544
hour,46,46.0,6.466173093803357,297.4439623149544
followers,46,43.0,6.5321310615951536,300.47802883337704
place,45,44.0,6.509658205743095,292.9346192584393
else,45,45.0,6.48767929902432,291.9455684560944
believe,45,45.0,6.48767929902432,291.9455684560944
every,44,42.0,6.555120579819852,288.4253055120735
full,44,42.0,6.555120579819852,288.4253055120735
send,44,43.0,6.5321310615951536,287.41376671018674
minutes,44,42.0,6.555120579819852,288.4253055120735
office,44,44.0,6.509658205743095,286.4249610526962
weather,44,42.0,6.555120579819852,288.4253055120735
online,44,44.0,6.509658205743095,286.4249610526962
many,44,43.0,6.5321310615951536,287.41376671018674
sick,44,44.0,6.509658205743095,286.4249610526962
class,44,43.0,6.5321310615951536,287.41376671018674
tv,43,43.0,6.5321310615951536,280.8816356485916
drink,43,43.0,6.5321310615951536,280.8816356485916
following,43,42.0,6.555120579819852,281.87018493225366
part,43,41.0,6.578651077230046,282.881996320892
meet,43,43.0,6.5321310615951536,280.8816356485916
makes,43,43.0,6.5321310615951536,280.8816356485916
name,43,42.0,6.555120579819852,281.87018493225366
lost,42,41.0,6.578651077230046,276.30334524366197
hard,42,42.0,6.555120579819852,275.3150643524338
without,41,41.0,6.578651077230046,269.7246941664319
shopping,41,39.0,6.627441241399478,271.7250908973786
remember,41,39.0,6.627441241399478,271.7250908973786
kinda,41,41.0,6.578651077230046,269.7246941664319
needs,41,41.0,6.578651077230046,269.7246941664319
ask,40,40.0,6.602748628809107,264.1099451523643
raining,40,40.0,6.602748628809107,264.1099451523643
ahh,40,40.0,6.602748628809107,264.1099451523643
taking,40,40.0,6.602748628809107,264.1099451523643
iphone,40,37.0,6.678734535787029,267.1493814314812
family,40,40.0,6.602748628809107,264.1099451523643
times,40,38.0,6.652759049383769,266.11036197535077
own,40,40.0,6.602748628809107,264.1099451523643
goin,40,39.0,6.627441241399478,265.0976496559791
real,40,40.0,6.602748628809107,264.1099451523643
outside,40,39.0,6.627441241399478,265.0976496559791
years,40,39.0,6.627441241399478,265.0976496559791
glad,40,40.0,6.602748628809107,264.1099451523643
post,39,39.0,6.627441241399478,258.47020841457964
hahaha,39,39.0,6.627441241399478,258.47020841457964
such,39,39.0,6.627441241399478,258.47020841457964
tweets,39,36.0,6.70540278286919,261.51070853189844
change,39,36.0,6.70540278286919,261.51070853189844
used,39,38.0,6.652759049383769,259.45760292596697
video,39,39.0,6.627441241399478,258.47020841457964
busy,39,33.0,6.7899601708972535,264.80844666499286
these,39,39.0,6.627441241399478,258.47020841457964
trip,39,39.0,6.627441241399478,258.47020841457964
forward,39,39.0,6.627441241399478,258.47020841457964
run,38,37.0,6.678734535787029,253.79191235990712
yea,38,36.0,6.70540278286919,254.80530574902923
gets,38,37.0,6.678734535787029,253.79191235990712
god,38,36.0,6.70540278286919,254.80530574902923
hmm,38,38.0,6.652759049383769,252.80484387658322
thank,38,38.0,6.652759049383769,252.80484387658322
ah,38,38.0,6.652759049383769,252.80484387658322
sitting,37,37.0,6.678734535787029,247.1131778241201
breakfast,37,37.0,6.678734535787029,247.1131778241201
came,37,37.0,6.678734535787029,247.1131778241201
book,37,36.0,6.70540278286919,248.09990296616004
talking,37,37.0,6.678734535787029,247.1131778241201
awake,37,35.0,6.732801757057305,249.11366501112028
facebook,37,36.0,6.70540278286919,248.09990296616004
test,36,34.0,6.760972634024001,243.39501482486403
guy,36,36.0,6.70540278286919,241.39450018329086
called,36,35.0,6.732801757057305,242.38086325406297
concert,36,36.0,6.70540278286919,241.39450018329086
tickets,36,32.0,6.819813134046934,245.51327282568963
blog,36,36.0,6.70540278286919,241.39450018329086
wont,36,36.0,6.70540278286919,241.39450018329086
turn,36,36.0,6.70540278286919,241.39450018329086
nope,36,36.0,6.70540278286919,241.39450018329086
hit,36,36.0,6.70540278286919,241.39450018329086
food,36,32.0,6.819813134046934,245.51327282568963
seems,36,36.0,6.70540278286919,241.39450018329086
person,36,36.0,6.70540278286919,241.39450018329086
bored,35,33.0,6.7899601708972535,237.64860598140388
wake,35,34.0,6.760972634024001,236.63404219084003
tea,35,34.0,6.760972634024001,236.63404219084003
computer,35,34.0,6.760972634024001,236.63404219084003
close,35,34.0,6.760972634024001,236.63404219084003
super,35,35.0,6.732801757057305,235.64806149700567
writing,35,34.0,6.760972634024001,236.63404219084003
running,35,32.0,6.819813134046934,238.69345969164272
drinking,35,32.0,6.819813134046934,238.69345969164272
able,35,35.0,6.732801757057305,235.64806149700567
instead,35,35.0,6.732801757057305,235.64806149700567
once,34,33.0,6.7899601708972535,230.85864581050663
goes,34,33.0,6.7899601708972535,230.85864581050663
trek,34,33.0,6.7899601708972535,230.85864581050663
half,34,29.0,6.915123313851259,235.1141926709428
heading,34,34.0,6.760972634024001,229.87306955681603
totally,34,33.0,6.7899601708972535,230.85864581050663
either,34,34.0,6.760972634024001,229.87306955681603
cleaning,34,32.0,6.819813134046934,231.87364655759578
poor,34,34.0,6.760972634024001,229.87306955681603
add,34,31.0,6.850584792713688,232.9198829522654
forgot,34,34.0,6.760972634024001,229.87306955681603
short,34,32.0,6.819813134046934,231.87364655759578
dad,34,33.0,6.7899601708972535,230.85864581050663
list,33,31.0,6.850584792713688,226.0692981595517
shower,33,32.0,6.819813134046934,225.05383342354884
beach,33,32.0,6.819813134046934,225.05383342354884
holiday,33,32.0,6.819813134046934,225.05383342354884
site,33,31.0,6.850584792713688,226.0692981595517
exam,33,32.0,6.819813134046934,225.05383342354884
mind,33,31.0,6.850584792713688,226.0692981595517
aw,33,33.0,6.7899601708972535,224.06868563960936
cuz,32,32.0,6.819813134046934,218.2340202895019
less,32,31.0,6.850584792713688,219.21871336683802
drive,32,32.0,6.819813134046934,218.2340202895019
told,32,32.0,6.819813134046934,218.2340202895019
ice,32,31.0,6.850584792713688,219.21871336683802
welcome,32,32.0,6.819813134046934,218.2340202895019
tried,32,32.0,6.819813134046934,218.2340202895019
couple,32,32.0,6.819813134046934,218.2340202895019
account,32,30.0,6.882333491028269,220.2346717129046
hehe,32,32.0,6.819813134046934,218.2340202895019
ugh,32,31.0,6.850584792713688,219.21871336683802
sometimes,31,30.0,6.882333491028269,213.35233822187632
lil,31,29.0,6.915123313851259,214.36882272938902
cat,31,30.0,6.882333491028269,213.35233822187632
leaving,31,31.0,6.850584792713688,212.36812857412434
course,31,31.0,6.850584792713688,212.36812857412434
youtube,31,31.0,6.850584792713688,212.36812857412434
boy,31,28.0,6.94902486552694,215.41977083133514
bring,31,31.0,6.850584792713688,212.36812857412434
lots,31,30.0,6.882333491028269,213.35233822187632
til,31,31.0,6.850584792713688,212.36812857412434
anymore,31,31.0,6.850584792713688,212.36812857412434
break,30,28.0,6.94902486552694,208.47074596580822
bought,30,30.0,6.882333491028269,206.47000473084807
bout,30,30.0,6.882333491028269,206.47000473084807
dude,30,29.0,6.915123313851259,207.45369941553778
hell,30,29.0,6.915123313851259,207.45369941553778
kind,30,30.0,6.882333491028269,206.47000473084807
fine,30,30.0,6.882333491028269,206.47000473084807
gt,30,25.0,7.058224157491932,211.74672472475797
win,30,29.0,6.915123313851259,207.45369941553778
link,30,30.0,6.882333491028269,206.47000473084807
broke,30,29.0,6.915123313851259,207.45369941553778
news,30,27.0,6.984116185338211,209.52348556014633
except,29,29.0,6.915123313851259,200.53857610168652
saturday,29,29.0,6.915123313851259,200.53857610168652
idea,29,29.0,6.915123313851259,200.53857610168652
starting,29,29.0,6.915123313851259,200.53857610168652
excited,29,29.0,6.915123313851259,200.53857610168652
store,29,28.0,6.94902486552694,201.52172110028127
started,29,29.0,6.915123313851259,200.53857610168652
beautiful,29,28.0,6.94902486552694,201.52172110028127
stuck,29,29.0,6.915123313851259,200.53857610168652
btw,29,29.0,6.915123313851259,200.53857610168652
yep,29,29.0,6.915123313851259,200.53857610168652
email,29,29.0,6.915123313851259,200.53857610168652
happened,29,29.0,6.915123313851259,200.53857610168652
hungry,29,29.0,6.915123313851259,200.53857610168652
ones,29,28.0,6.94902486552694,201.52172110028127
vote,29,24.0,7.097444870645214,205.8259012487112
bank,29,29.0,6.915123313851259,200.53857610168652
mum,29,29.0,6.915123313851259,200.53857610168652
movies,29,29.0,6.915123313851259,200.53857610168652
funny,29,28.0,6.94902486552694,201.52172110028127
pictures,28,28.0,6.94902486552694,194.57269623475435
tour,28,28.0,6.94902486552694,194.57269623475435
bday,28,27.0,6.984116185338211,195.5552531894699
sleeping,28,27.0,6.984116185338211,195.5552531894699
girls,28,28.0,6.94902486552694,194.57269623475435
rock,28,27.0,6.984116185338211,195.5552531894699
evening,28,27.0,6.984116185338211,195.5552531894699
top,28,28.0,6.94902486552694,194.57269623475435
write,28,27.0,6.984116185338211,195.5552531894699
sucks,28,28.0,6.94902486552694,194.57269623475435
happen,28,28.0,6.94902486552694,194.57269623475435
open,28,27.0,6.984116185338211,195.5552531894699
jonas,28,28.0,6.94902486552694,194.57269623475435
sent,28,28.0,6.94902486552694,194.57269623475435
picture,28,26.0,7.020483829509086,196.5735472262544
goodnight,28,27.0,6.984116185338211,195.5552531894699
ipod,28,27.0,6.984116185338211,195.5552531894699
quite,28,27.0,6.984116185338211,195.5552531894699
set,27,27.0,6.984116185338211,188.57113700413169
different,27,27.0,6.984116185338211,188.57113700413169
o,27,27.0,6.984116185338211,188.57113700413169
catch,27,27.0,6.984116185338211,188.57113700413169
google,27,27.0,6.984116185338211,188.57113700413169
dear,27,27.0,6.984116185338211,188.57113700413169
