,frequency,presence,idf,tf-idf
why the hell,5,1.0,9.267063775017041,46.33531887508521
i hate being,5,1.0,9.267063775017041,46.33531887508521
i miss the,5,1.0,9.267063775017041,46.33531887508521
nothing to do,5,1.0,9.267063775017041,46.33531887508521
looking forward to,5,4.0,8.350773043142887,41.753865215714434
hate being sick,5,1.0,9.267063775017041,46.33531887508521
want to be,5,1.0,9.267063775017041,46.33531887508521
back to sleep,5,1.0,9.267063775017041,46.33531887508521
ca nt seem,4,1.0,9.267063775017041,37.068255100068164
that i m,4,1.0,9.267063775017041,37.068255100068164
i do not,4,1.0,9.267063775017041,37.068255100068164
a lot of,4,1.0,9.267063775017041,37.068255100068164
have no money,4,1.0,9.267063775017041,37.068255100068164
does nt want,4,3.0,8.573916594457096,34.29566637782838
and i feel,4,8.0,7.762986378240766,31.051945512963066
it was a,4,1.0,9.267063775017041,37.068255100068164
out of my,4,1.0,9.267063775017041,37.068255100068164
ca nt be,4,1.0,9.267063775017041,37.068255100068164
am so sorry,4,1.0,9.267063775017041,37.068255100068164
made me sad,4,27.0,6.628006445401782,26.51202578160713
why ca nt,4,1.0,9.267063775017041,37.068255100068164
did nt even,4,3.0,8.573916594457096,34.29566637782838
is nt working,4,1.0,9.267063775017041,37.068255100068164
not gon na,4,1.0,9.267063775017041,37.068255100068164
im going to,4,1.0,9.267063775017041,37.068255100068164
like i m,4,1.0,9.267063775017041,37.068255100068164
do nt really,4,1.0,9.267063775017041,37.068255100068164
in front of,4,1.0,9.267063775017041,37.068255100068164
what the hell,4,1.0,9.267063775017041,37.068255100068164
i was too,4,1.0,9.267063775017041,37.068255100068164
but no one,4,1.0,9.267063775017041,37.068255100068164
so sorry i,4,1.0,9.267063775017041,37.068255100068164
nt know if,4,1.0,9.267063775017041,37.068255100068164
we ll miss,4,27.0,6.628006445401782,26.51202578160713
i wo nt,4,1.0,9.267063775017041,37.068255100068164
like i have,4,1.0,9.267063775017041,37.068255100068164
ca nt wait,4,1.0,9.267063775017041,37.068255100068164
sorry for the,4,1.0,9.267063775017041,37.068255100068164
miss you so,4,1.0,9.267063775017041,37.068255100068164
have nothing to,4,1.0,9.267063775017041,37.068255100068164
it s a,4,1.0,9.267063775017041,37.068255100068164
what the heck,4,1.0,9.267063775017041,37.068255100068164
i m such,4,1.0,9.267063775017041,37.068255100068164
have a headache,4,13.0,7.321153625961728,29.28461450384691
ugh i m,4,1.0,9.267063775017041,37.068255100068164
not feeling so,4,3.0,8.573916594457096,34.29566637782838
i have nothing,4,1.0,9.267063775017041,37.068255100068164
im gon na,4,2.0,8.861598666908876,35.4463946676355
does nt work,4,1.0,9.267063775017041,37.068255100068164
is not good,4,1.0,9.267063775017041,37.068255100068164
ll miss you,4,1.0,9.267063775017041,37.068255100068164
i lost my,4,1.0,9.267063775017041,37.068255100068164
m stuck in,4,1.0,9.267063775017041,37.068255100068164
but i cant,4,1.0,9.267063775017041,37.068255100068164
nt know what,4,1.0,9.267063775017041,37.068255100068164
i wanted to,4,2.0,8.861598666908876,35.4463946676355
not a fan,4,1.0,9.267063775017041,37.068255100068164
i still have,4,1.0,9.267063775017041,37.068255100068164
i dont think,4,1.0,9.267063775017041,37.068255100068164
i want to,4,4.0,8.350773043142887,33.40309217257155
but ca nt,4,1.0,9.267063775017041,37.068255100068164
wo nt get,4,1.0,9.267063775017041,37.068255100068164
out of bed,4,1.0,9.267063775017041,37.068255100068164
in the mood,4,1.0,9.267063775017041,37.068255100068164
but i ca,4,1.0,9.267063775017041,37.068255100068164
so sorry to,4,1.0,9.267063775017041,37.068255100068164
nt have any,4,3.0,8.573916594457096,34.29566637782838
nt go to,4,1.0,9.267063775017041,37.068255100068164
i ll miss,4,1.0,9.267063775017041,37.068255100068164
pissing me off,4,1.0,9.267063775017041,37.068255100068164
so i m,4,1.0,9.267063775017041,37.068255100068164
think i am,4,1.0,9.267063775017041,37.068255100068164
dont wan na,4,1.0,9.267063775017041,37.068255100068164
s not the,4,1.0,9.267063775017041,37.068255100068164
need a hug,4,1.0,9.267063775017041,37.068255100068164
that makes me,4,1.0,9.267063775017041,37.068255100068164
to do it,4,1.0,9.267063775017041,37.068255100068164
nt like it,4,1.0,9.267063775017041,37.068255100068164
wont let me,4,1.0,9.267063775017041,37.068255100068164
i was nt,4,1.0,9.267063775017041,37.068255100068164
have nt been,4,1.0,9.267063775017041,37.068255100068164
when i m,4,1.0,9.267063775017041,37.068255100068164
go back to,4,1.0,9.267063775017041,37.068255100068164
ca nt figure,4,1.0,9.267063775017041,37.068255100068164
you hate me,4,5.0,8.168451486348932,32.67380594539573
ca nt keep,3,1.0,9.267063775017041,27.80119132505112
have to wait,3,1.0,9.267063775017041,27.80119132505112
bit of a,3,1.0,9.267063775017041,27.80119132505112
of my friends,3,3.0,8.573916594457096,25.721749783371287
day at the,3,4.0,8.350773043142887,25.05231912942866
i hate you,3,1.0,9.267063775017041,27.80119132505112
it makes me,3,2.0,8.861598666908876,26.584796000726627
nt love me,3,1.0,9.267063775017041,27.80119132505112
go with me,3,1.0,9.267063775017041,27.80119132505112
nt figure out,3,5.0,8.168451486348932,24.505354459046796
know what to,3,1.0,9.267063775017041,27.80119132505112
down the stairs,3,1.0,9.267063775017041,27.80119132505112
you re not,3,1.0,9.267063775017041,27.80119132505112
to see you,3,2.0,8.861598666908876,26.584796000726627
know how to,3,1.0,9.267063775017041,27.80119132505112
have nt had,3,1.0,9.267063775017041,27.80119132505112
is not a,3,1.0,9.267063775017041,27.80119132505112
i really miss,3,1.0,9.267063775017041,27.80119132505112
sorry about your,3,1.0,9.267063775017041,27.80119132505112
supposed to be,3,1.0,9.267063775017041,27.80119132505112
i hate my,3,1.0,9.267063775017041,27.80119132505112
feel so good,3,1.0,9.267063775017041,27.80119132505112
is really sad,3,1.0,9.267063775017041,27.80119132505112
today and i,3,2.0,8.861598666908876,26.584796000726627
going to happen,3,1.0,9.267063775017041,27.80119132505112
much i miss,3,1.0,9.267063775017041,27.80119132505112
i miss that,3,1.0,9.267063775017041,27.80119132505112
u did nt,3,1.0,9.267063775017041,27.80119132505112
why do you,3,1.0,9.267063775017041,27.80119132505112
not good enough,3,1.0,9.267063775017041,27.80119132505112
s not working,3,1.0,9.267063775017041,27.80119132505112
i really do,3,1.0,9.267063775017041,27.80119132505112
in a car,3,1.0,9.267063775017041,27.80119132505112
i hate when,3,1.0,9.267063775017041,27.80119132505112
one will go,3,1.0,9.267063775017041,27.80119132505112
ca nt have,3,1.0,9.267063775017041,27.80119132505112
did nt like,3,1.0,9.267063775017041,27.80119132505112
do nt care,3,4.0,8.350773043142887,25.05231912942866
let me vote,3,1.0,9.267063775017041,27.80119132505112
now it s,3,1.0,9.267063775017041,27.80119132505112
i m getting,3,1.0,9.267063775017041,27.80119132505112
aww i m,3,1.0,9.267063775017041,27.80119132505112
a good time,3,1.0,9.267063775017041,27.80119132505112
to be a,3,14.0,7.252160754474776,21.756482263424328
that does nt,3,1.0,9.267063775017041,27.80119132505112
never answer me,3,1.0,9.267063775017041,27.80119132505112
not feel good,3,1.0,9.267063775017041,27.80119132505112
i m missing,3,10.0,7.562315682778616,22.686947048335846
to be at,3,1.0,9.267063775017041,27.80119132505112
a bad day,3,1.0,9.267063775017041,27.80119132505112
s going to,3,1.0,9.267063775017041,27.80119132505112
feel so bad,3,13.0,7.321153625961728,21.963460877885183
want to cry,3,1.0,9.267063775017041,27.80119132505112
ca nt take,3,1.0,9.267063775017041,27.80119132505112
you ca nt,3,1.0,9.267063775017041,27.80119132505112
know it s,3,2.0,8.861598666908876,26.584796000726627
out of the,3,88.0,5.471574585844846,16.41472375753454
hate it when,3,3.0,8.573916594457096,25.721749783371287
as good as,3,1.0,9.267063775017041,27.80119132505112
want to work,3,1.0,9.267063775017041,27.80119132505112
not as good,3,1.0,9.267063775017041,27.80119132505112
i ve been,3,1.0,9.267063775017041,27.80119132505112
ca nt i,3,1.0,9.267063775017041,27.80119132505112
are the worst,3,1.0,9.267063775017041,27.80119132505112
nt think that,3,1.0,9.267063775017041,27.80119132505112
that s just,3,1.0,9.267063775017041,27.80119132505112
i have been,3,1.0,9.267063775017041,27.80119132505112
it is not,3,1.0,9.267063775017041,27.80119132505112
thought it was,3,1.0,9.267063775017041,27.80119132505112
seem to be,3,1.0,9.267063775017041,27.80119132505112
i m still,3,1.0,9.267063775017041,27.80119132505112
just do nt,3,1.0,9.267063775017041,27.80119132505112
going to have,3,1.0,9.267063775017041,27.80119132505112
think it s,3,1.0,9.267063775017041,27.80119132505112
want it to,3,1.0,9.267063775017041,27.80119132505112
hard to get,3,1.0,9.267063775017041,27.80119132505112
i think it,3,1.0,9.267063775017041,27.80119132505112
do not feel,3,1.0,9.267063775017041,27.80119132505112
i m pretty,3,1.0,9.267063775017041,27.80119132505112
that it s,3,1.0,9.267063775017041,27.80119132505112
well at all,3,1.0,9.267063775017041,27.80119132505112
one of my,3,1.0,9.267063775017041,27.80119132505112
i m scared,3,1.0,9.267063775017041,27.80119132505112
m so mad,3,21.0,6.86916850221867,20.60750550665601
nt like me,3,1.0,9.267063775017041,27.80119132505112
now i have,3,1.0,9.267063775017041,27.80119132505112
nt like this,3,3.0,8.573916594457096,25.721749783371287
was nt a,3,2.0,8.861598666908876,26.584796000726627
not feeling very,3,1.0,9.267063775017041,27.80119132505112
not a happy,3,1.0,9.267063775017041,27.80119132505112
i am sad,3,1.0,9.267063775017041,27.80119132505112
gon na cry,3,1.0,9.267063775017041,27.80119132505112
ca nt stop,3,1.0,9.267063775017041,27.80119132505112
want to come,3,1.0,9.267063775017041,27.80119132505112
not much fun,3,1.0,9.267063775017041,27.80119132505112
i was so,3,3.0,8.573916594457096,25.721749783371287
gon na suck,3,1.0,9.267063775017041,27.80119132505112
i got ta,3,1.0,9.267063775017041,27.80119132505112
it to be,3,1.0,9.267063775017041,27.80119132505112
nt even get,3,4.0,8.350773043142887,25.05231912942866
s no fun,3,1.0,9.267063775017041,27.80119132505112
was going to,3,1.0,9.267063775017041,27.80119132505112
it i m,3,17.0,7.069839197680821,21.209517593042463
nt have a,3,1.0,9.267063775017041,27.80119132505112
going to get,3,2.0,8.861598666908876,26.584796000726627
does nt love,3,1.0,9.267063775017041,27.80119132505112
i cut my,3,2.0,8.861598666908876,26.584796000726627
but i do,3,1.0,9.267063775017041,27.80119132505112
was gon na,3,1.0,9.267063775017041,27.80119132505112
really do nt,3,1.0,9.267063775017041,27.80119132505112
dont like it,3,1.0,9.267063775017041,27.80119132505112
it made me,3,1.0,9.267063775017041,27.80119132505112
i m totally,3,88.0,5.471574585844846,16.41472375753454
it s cold,3,1.0,9.267063775017041,27.80119132505112
now i feel,3,1.0,9.267063775017041,27.80119132505112
nt like the,3,1.0,9.267063775017041,27.80119132505112
my finger hurts,3,1.0,9.267063775017041,27.80119132505112
a bit of,3,1.0,9.267063775017041,27.80119132505112
all of my,3,1.0,9.267063775017041,27.80119132505112
makes me feel,3,2.0,8.861598666908876,26.584796000726627
dont feel good,3,1.0,9.267063775017041,27.80119132505112
how i wish,3,1.0,9.267063775017041,27.80119132505112
m such a,3,1.0,9.267063775017041,27.80119132505112
feel like a,3,1.0,9.267063775017041,27.80119132505112
too much of,3,1.0,9.267063775017041,27.80119132505112
i cant be,3,1.0,9.267063775017041,27.80119132505112
s so hard,3,1.0,9.267063775017041,27.80119132505112
it is nt,3,1.0,9.267063775017041,27.80119132505112
i m too,3,1.0,9.267063775017041,27.80119132505112
is sad th,3,1.0,9.267063775017041,27.80119132505112
ca nt stand,3,3.0,8.573916594457096,25.721749783371287
good at all,3,2.0,8.861598666908876,26.584796000726627
s not good,3,1.0,9.267063775017041,27.80119132505112
still have nt,3,1.0,9.267063775017041,27.80119132505112
u do nt,3,1.0,9.267063775017041,27.80119132505112
my head hurts,3,1.0,9.267063775017041,27.80119132505112
has a headache,3,1.0,9.267063775017041,27.80119132505112
do nt get,3,2.0,8.861598666908876,26.584796000726627
i thought it,3,2.0,8.861598666908876,26.584796000726627
do nt worry,3,1.0,9.267063775017041,27.80119132505112
i need to,3,1.0,9.267063775017041,27.80119132505112
got in a,3,1.0,9.267063775017041,27.80119132505112
part of the,3,2.0,8.861598666908876,26.584796000726627
going to bed,3,1.0,9.267063775017041,27.80119132505112
much of a,3,1.0,9.267063775017041,27.80119132505112
hurts so bad,3,1.0,9.267063775017041,27.80119132505112
in the middle,3,1.0,9.267063775017041,27.80119132505112
i miss u,3,1.0,9.267063775017041,27.80119132505112
that s really,3,1.0,9.267063775017041,27.80119132505112
worst day ever,3,1.0,9.267063775017041,27.80119132505112
nt get to,3,1.0,9.267063775017041,27.80119132505112
does nt seem,3,1.0,9.267063775017041,27.80119132505112
will go with,3,2.0,8.861598666908876,26.584796000726627
feel really bad,3,1.0,9.267063775017041,27.80119132505112
nt find it,3,1.0,9.267063775017041,27.80119132505112
this is a,3,1.0,9.267063775017041,27.80119132505112
is wrong with,3,1.0,9.267063775017041,27.80119132505112
i thought you,3,1.0,9.267063775017041,27.80119132505112
do nt even,3,1.0,9.267063775017041,27.80119132505112
go to work,3,1.0,9.267063775017041,27.80119132505112
none of my,3,1.0,9.267063775017041,27.80119132505112
ll have to,3,1.0,9.267063775017041,27.80119132505112
make me cry,3,1.0,9.267063775017041,27.80119132505112
i cant sleep,3,1.0,9.267063775017041,27.80119132505112
never reply back,2,2.0,8.861598666908876,17.72319733381775
is feeling really,2,1.0,9.267063775017041,18.534127550034082
makes me wan,2,3.0,8.573916594457096,17.14783318891419
my mind is,2,1.0,9.267063775017041,18.534127550034082
all over my,2,1.0,9.267063775017041,18.534127550034082
the right side,2,1.0,9.267063775017041,18.534127550034082
she s not,2,13.0,7.321153625961728,14.642307251923455
cause i m,2,1.0,9.267063775017041,18.534127550034082
not so fun,2,1.0,9.267063775017041,18.534127550034082
its so hot,2,2.0,8.861598666908876,17.72319733381775
you did nt,2,1.0,9.267063775017041,18.534127550034082
i feel horrible,2,1.0,9.267063775017041,18.534127550034082
think i ll,2,1.0,9.267063775017041,18.534127550034082
hate my life,2,1.0,9.267063775017041,18.534127550034082
to do them,2,1.0,9.267063775017041,18.534127550034082
could nt find,2,9.0,7.6576258625829405,15.315251725165881
s just not,2,1.0,9.267063775017041,18.534127550034082
for me today,2,1.0,9.267063775017041,18.534127550034082
i really dont,2,1.0,9.267063775017041,18.534127550034082
i m screwed,2,1.0,9.267063775017041,18.534127550034082
very very rough,2,1.0,9.267063775017041,18.534127550034082
at the office,2,1.0,9.267063775017041,18.534127550034082
passed away in,2,1.0,9.267063775017041,18.534127550034082
i m fat,2,2.0,8.861598666908876,17.72319733381775
here at work,2,1.0,9.267063775017041,18.534127550034082
why am i,2,1.0,9.267063775017041,18.534127550034082
so left out,2,1.0,9.267063775017041,18.534127550034082
should be illegal,2,1.0,9.267063775017041,18.534127550034082
my earphones just,2,1.0,9.267063775017041,18.534127550034082
and i really,2,1.0,9.267063775017041,18.534127550034082
if i quot,2,1.0,9.267063775017041,18.534127550034082
ca nt afford,2,1.0,9.267063775017041,18.534127550034082
hurt my foot,2,1.0,9.267063775017041,18.534127550034082
s not going,2,2.0,8.861598666908876,17.72319733381775
starting to feel,2,2.0,8.861598666908876,17.72319733381775
im so sick,2,1.0,9.267063775017041,18.534127550034082
i m doing,2,1.0,9.267063775017041,18.534127550034082
could nt save,2,1.0,9.267063775017041,18.534127550034082
ugh i ca,2,1.0,9.267063775017041,18.534127550034082
nt been able,2,1.0,9.267063775017041,18.534127550034082
life is not,2,1.0,9.267063775017041,18.534127550034082
do not know,2,1.0,9.267063775017041,18.534127550034082
really wan na,2,1.0,9.267063775017041,18.534127550034082
poor little girl,2,1.0,9.267063775017041,18.534127550034082
a car wreck,2,1.0,9.267063775017041,18.534127550034082
nt afford it,2,1.0,9.267063775017041,18.534127550034082
i miss ya,2,1.0,9.267063775017041,18.534127550034082
and now i,2,1.0,9.267063775017041,18.534127550034082
i m alone,2,1.0,9.267063775017041,18.534127550034082
get back to,2,12.0,7.395261598115449,14.790523196230899
my hair but,2,1.0,9.267063775017041,18.534127550034082
i think my,2,1.0,9.267063775017041,18.534127550034082
hard for me,2,1.0,9.267063775017041,18.534127550034082
gon na go,2,1.0,9.267063775017041,18.534127550034082
my stomach is,2,1.0,9.267063775017041,18.534127550034082
feel like crying,2,2.0,8.861598666908876,17.72319733381775
i really am,2,1.0,9.267063775017041,18.534127550034082
good as it,2,1.0,9.267063775017041,18.534127550034082
feel so left,2,88.0,5.471574585844846,10.943149171689692
too much homework,2,1.0,9.267063775017041,18.534127550034082
i am sorry,2,1.0,9.267063775017041,18.534127550034082
just hit me,2,1.0,9.267063775017041,18.534127550034082
i ve ever,2,1.0,9.267063775017041,18.534127550034082
my stomach hurts,2,3.0,8.573916594457096,17.14783318891419
did nt feel,2,1.0,9.267063775017041,18.534127550034082
the hell i,2,2.0,8.861598666908876,17.72319733381775
sick of it,2,1.0,9.267063775017041,18.534127550034082
m not a,2,1.0,9.267063775017041,18.534127550034082
hate it i,2,1.0,9.267063775017041,18.534127550034082
it feels like,2,12.0,7.395261598115449,14.790523196230899
a fever and,2,1.0,9.267063775017041,18.534127550034082
are having a,2,1.0,9.267063775017041,18.534127550034082
say i m,2,1.0,9.267063775017041,18.534127550034082
to fall asleep,2,2.0,8.861598666908876,17.72319733381775
on my mind,2,1.0,9.267063775017041,18.534127550034082
of my mind,2,1.0,9.267063775017041,18.534127550034082
and no one,2,1.0,9.267063775017041,18.534127550034082
it did nt,2,1.0,9.267063775017041,18.534127550034082
my throat is,2,1.0,9.267063775017041,18.534127550034082
a good one,2,1.0,9.267063775017041,18.534127550034082
much work to,2,1.0,9.267063775017041,18.534127550034082
to bed at,2,1.0,9.267063775017041,18.534127550034082
miss you guys,2,1.0,9.267063775017041,18.534127550034082
on the sidewalk,2,1.0,9.267063775017041,18.534127550034082
when i was,2,1.0,9.267063775017041,18.534127550034082
o ca nt,2,8.0,7.762986378240766,15.525972756481533
so sorry about,2,1.0,9.267063775017041,18.534127550034082
a good thing,2,1.0,9.267063775017041,18.534127550034082
i miss them,2,1.0,9.267063775017041,18.534127550034082
not feel like,2,1.0,9.267063775017041,18.534127550034082
i guess i,2,1.0,9.267063775017041,18.534127550034082
all i have,2,1.0,9.267063775017041,18.534127550034082
they wo nt,2,10.0,7.562315682778616,15.124631365557232
t i ca,2,1.0,9.267063775017041,18.534127550034082
one to go,2,1.0,9.267063775017041,18.534127550034082
i cant believe,2,1.0,9.267063775017041,18.534127550034082
you never answer,2,1.0,9.267063775017041,18.534127550034082
the hell is,2,1.0,9.267063775017041,18.534127550034082
am i getting,2,21.0,6.86916850221867,13.73833700443734
m a little,2,1.0,9.267063775017041,18.534127550034082
have been sick,2,1.0,9.267063775017041,18.534127550034082
happened to me,2,3.0,8.573916594457096,17.14783318891419
is nt good,2,2.0,8.861598666908876,17.72319733381775
hard to find,2,1.0,9.267063775017041,18.534127550034082
and i do,2,1.0,9.267063775017041,18.534127550034082
tomorrow will be,2,1.0,9.267063775017041,18.534127550034082
that s a,2,1.0,9.267063775017041,18.534127550034082
please do nt,2,1.0,9.267063775017041,18.534127550034082
in the sun,2,1.0,9.267063775017041,18.534127550034082
m not getting,2,1.0,9.267063775017041,18.534127550034082
it wont work,2,1.0,9.267063775017041,18.534127550034082
why does my,2,12.0,7.395261598115449,14.790523196230899
is a bit,2,1.0,9.267063775017041,18.534127550034082
you so much,2,1.0,9.267063775017041,18.534127550034082
my macbook pro,2,3.0,8.573916594457096,17.14783318891419
the second day,2,1.0,9.267063775017041,18.534127550034082
gon na fail,2,2.0,8.861598666908876,17.72319733381775
was pretty bad,2,1.0,9.267063775017041,18.534127550034082
how much i,2,2.0,8.861598666908876,17.72319733381775
going back to,2,1.0,9.267063775017041,18.534127550034082
a little too,2,1.0,9.267063775017041,18.534127550034082
wont shut up,2,1.0,9.267063775017041,18.534127550034082
is making me,2,1.0,9.267063775017041,18.534127550034082
a really really,2,1.0,9.267063775017041,18.534127550034082
tennessee alot today,2,1.0,9.267063775017041,18.534127550034082
me want to,2,1.0,9.267063775017041,18.534127550034082
good day at,2,1.0,9.267063775017041,18.534127550034082
i hate screaming,2,1.0,9.267063775017041,18.534127550034082
i was thinking,2,1.0,9.267063775017041,18.534127550034082
m sorry you,2,1.0,9.267063775017041,18.534127550034082
miss high school,2,1.0,9.267063775017041,18.534127550034082
