,frequency,presence,idf,tf-idf
any,25,25.0,6.702114417555504,167.5528604388876
omg,24,23.0,6.78215712522904,162.77177100549696
only,24,24.0,6.741335130708785,161.79204313701086
man,24,24.0,6.741335130708785,161.79204313701086
head,24,24.0,6.741335130708785,161.79204313701086
his,24,24.0,6.741335130708785,161.79204313701086
worse,24,24.0,6.741335130708785,161.79204313701086
ever,24,24.0,6.741335130708785,161.79204313701086
internet,23,23.0,6.78215712522904,155.98961388026794
enough,23,23.0,6.78215712522904,155.98961388026794
crying,23,23.0,6.78215712522904,155.98961388026794
come,23,22.0,6.824716739647837,156.96848501190024
believe,23,23.0,6.78215712522904,155.98961388026794
weekend,22,21.0,6.86916850221867,151.12170704881075
noo,22,22.0,6.824716739647837,150.1437682722524
because,22,22.0,6.824716739647837,150.1437682722524
car,22,21.0,6.86916850221867,151.12170704881075
slow,22,22.0,6.824716739647837,150.1437682722524
hear,22,22.0,6.824716739647837,150.1437682722524
school,21,20.0,6.915688517853563,145.22945887492483
such,21,21.0,6.86916850221867,144.25253854659206
though,21,21.0,6.86916850221867,144.25253854659206
gutted,21,21.0,6.86916850221867,144.25253854659206
worried,21,21.0,6.86916850221867,144.25253854659206
stop,21,21.0,6.86916850221867,144.25253854659206
lame,20,20.0,6.915688517853563,138.31377035707126
kinda,20,20.0,6.915688517853563,138.31377035707126
days,20,20.0,6.915688517853563,138.31377035707126
annoying,20,20.0,6.915688517853563,138.31377035707126
hit,20,20.0,6.915688517853563,138.31377035707126
say,20,18.0,7.015771976410545,140.3154395282109
disappointed,20,20.0,6.915688517853563,138.31377035707126
our,20,20.0,6.915688517853563,138.31377035707126
gone,20,20.0,6.915688517853563,138.31377035707126
money,20,20.0,6.915688517853563,138.31377035707126
who,20,20.0,6.915688517853563,138.31377035707126
afraid,20,20.0,6.915688517853563,138.31377035707126
terrible,19,19.0,6.964478682022995,132.32509495843692
wont,19,18.0,7.015771976410545,133.29966755180035
should,19,19.0,6.964478682022995,132.32509495843692
let,19,19.0,6.964478682022995,132.32509495843692
totally,19,19.0,6.964478682022995,132.32509495843692
super,19,19.0,6.964478682022995,132.32509495843692
leave,19,19.0,6.964478682022995,132.32509495843692
left,19,19.0,6.964478682022995,132.32509495843692
by,19,19.0,6.964478682022995,132.32509495843692
ve,19,19.0,6.964478682022995,132.32509495843692
tonight,19,19.0,6.964478682022995,132.32509495843692
look,19,19.0,6.964478682022995,132.32509495843692
die,18,18.0,7.015771976410545,126.28389557538982
pretty,18,18.0,7.015771976410545,126.28389557538982
crazy,18,18.0,7.015771976410545,126.28389557538982
guys,18,18.0,7.015771976410545,126.28389557538982
killing,18,18.0,7.015771976410545,126.28389557538982
making,18,18.0,7.015771976410545,126.28389557538982
awful,18,18.0,7.015771976410545,126.28389557538982
friends,17,17.0,7.069839197680821,120.18726636057396
without,17,17.0,7.069839197680821,120.18726636057396
myself,17,16.0,7.12699761152077,121.15895939585309
depressed,17,17.0,7.069839197680821,120.18726636057396
problems,17,17.0,7.069839197680821,120.18726636057396
always,17,17.0,7.069839197680821,120.18726636057396
us,17,17.0,7.069839197680821,120.18726636057396
lol,17,17.0,7.069839197680821,120.18726636057396
seriously,17,17.0,7.069839197680821,120.18726636057396
failed,17,17.0,7.069839197680821,120.18726636057396
mean,17,17.0,7.069839197680821,120.18726636057396
scary,16,16.0,7.12699761152077,114.03196178433232
someone,16,16.0,7.12699761152077,114.03196178433232
depressing,16,16.0,7.12699761152077,114.03196178433232
nice,16,16.0,7.12699761152077,114.03196178433232
scared,16,16.0,7.12699761152077,114.03196178433232
other,16,16.0,7.12699761152077,114.03196178433232
help,16,16.0,7.12699761152077,114.03196178433232
new,16,16.0,7.12699761152077,114.03196178433232
times,16,16.0,7.12699761152077,114.03196178433232
sound,16,16.0,7.12699761152077,114.03196178433232
hungry,16,16.0,7.12699761152077,114.03196178433232
great,16,15.0,7.187622233337205,115.00195573339528
thought,16,16.0,7.12699761152077,114.03196178433232
made,16,16.0,7.12699761152077,114.03196178433232
things,15,15.0,7.187622233337205,107.81433350005807
then,15,14.0,7.252160754474776,108.78241131712164
killed,15,15.0,7.187622233337205,107.81433350005807
ahh,15,15.0,7.187622233337205,107.81433350005807
done,15,15.0,7.187622233337205,107.81433350005807
tomorrow,15,15.0,7.187622233337205,107.81433350005807
big,15,14.0,7.252160754474776,108.78241131712164
old,15,15.0,7.187622233337205,107.81433350005807
feels,15,15.0,7.187622233337205,107.81433350005807
burnt,15,15.0,7.187622233337205,107.81433350005807
r,15,15.0,7.187622233337205,107.81433350005807
than,15,15.0,7.187622233337205,107.81433350005807
something,15,15.0,7.187622233337205,107.81433350005807
bummed,15,15.0,7.187622233337205,107.81433350005807
call,15,15.0,7.187622233337205,107.81433350005807
friday,15,15.0,7.187622233337205,107.81433350005807
doesnt,14,14.0,7.252160754474776,101.53025056264687
these,14,14.0,7.252160754474776,101.53025056264687
into,14,14.0,7.252160754474776,101.53025056264687
exhausted,14,14.0,7.252160754474776,101.53025056264687
dang,14,14.0,7.252160754474776,101.53025056264687
hurting,14,14.0,7.252160754474776,101.53025056264687
dammit,14,14.0,7.252160754474776,101.53025056264687
love,14,14.0,7.252160754474776,101.53025056264687
alone,14,13.0,7.321153625961728,102.49615076346419
seem,14,14.0,7.252160754474776,101.53025056264687
hair,14,13.0,7.321153625961728,102.49615076346419
bummer,14,14.0,7.252160754474776,101.53025056264687
tummy,14,14.0,7.252160754474776,101.53025056264687
ouch,14,14.0,7.252160754474776,101.53025056264687
ughh,13,13.0,7.321153625961728,95.17499713750246
heart,13,13.0,7.321153625961728,95.17499713750246
monday,13,12.0,7.395261598115449,96.13840077550084
mood,13,13.0,7.321153625961728,95.17499713750246
luck,13,13.0,7.321153625961728,95.17499713750246
class,13,12.0,7.395261598115449,96.13840077550084
mom,13,13.0,7.321153625961728,95.17499713750246
wait,13,13.0,7.321153625961728,95.17499713750246
looking,13,13.0,7.321153625961728,95.17499713750246
grr,13,13.0,7.321153625961728,95.17499713750246
thats,13,13.0,7.321153625961728,95.17499713750246
l,13,13.0,7.321153625961728,95.17499713750246
after,13,13.0,7.321153625961728,95.17499713750246
almost,13,13.0,7.321153625961728,95.17499713750246
friend,13,13.0,7.321153625961728,95.17499713750246
wow,13,13.0,7.321153625961728,95.17499713750246
may,13,13.0,7.321153625961728,95.17499713750246
trying,13,13.0,7.321153625961728,95.17499713750246
doing,13,13.0,7.321153625961728,95.17499713750246
throat,13,13.0,7.321153625961728,95.17499713750246
kill,13,13.0,7.321153625961728,95.17499713750246
idea,12,12.0,7.395261598115449,88.74313917738539
misses,12,12.0,7.395261598115449,88.74313917738539
far,12,12.0,7.395261598115449,88.74313917738539
trouble,12,12.0,7.395261598115449,88.74313917738539
lot,12,12.0,7.395261598115449,88.74313917738539
crappy,12,12.0,7.395261598115449,88.74313917738539
please,12,12.0,7.395261598115449,88.74313917738539
another,12,12.0,7.395261598115449,88.74313917738539
anything,12,12.0,7.395261598115449,88.74313917738539
break,12,12.0,7.395261598115449,88.74313917738539
everything,12,12.0,7.395261598115449,88.74313917738539
n,12,12.0,7.395261598115449,88.74313917738539
news,12,12.0,7.395261598115449,88.74313917738539
sux,12,12.0,7.395261598115449,88.74313917738539
first,12,12.0,7.395261598115449,88.74313917738539
face,12,12.0,7.395261598115449,88.74313917738539
yeah,12,12.0,7.395261598115449,88.74313917738539
oops,12,12.0,7.395261598115449,88.74313917738539
kind,12,12.0,7.395261598115449,88.74313917738539
badly,12,12.0,7.395261598115449,88.74313917738539
better,12,12.0,7.395261598115449,88.74313917738539
sun,12,12.0,7.395261598115449,88.74313917738539
busy,12,12.0,7.395261598115449,88.74313917738539
haha,12,11.0,7.475304305788986,89.70365166946783
rain,12,12.0,7.395261598115449,88.74313917738539
sucked,12,12.0,7.395261598115449,88.74313917738539
lazy,12,12.0,7.395261598115449,88.74313917738539
stressed,12,12.0,7.395261598115449,88.74313917738539
stomach,12,12.0,7.395261598115449,88.74313917738539
didnt,12,12.0,7.395261598115449,88.74313917738539
sure,12,12.0,7.395261598115449,88.74313917738539
seems,11,11.0,7.475304305788986,82.22834736367884
god,11,11.0,7.475304305788986,82.22834736367884
stuff,11,10.0,7.562315682778616,83.18547251056478
pissed,11,11.0,7.475304305788986,82.22834736367884
take,11,11.0,7.475304305788986,82.22834736367884
next,11,11.0,7.475304305788986,82.22834736367884
mess,11,11.0,7.475304305788986,82.22834736367884
everyone,11,10.0,7.562315682778616,83.18547251056478
fo,11,11.0,7.475304305788986,82.22834736367884
year,11,11.0,7.475304305788986,82.22834736367884
which,11,11.0,7.475304305788986,82.22834736367884
tough,11,11.0,7.475304305788986,82.22834736367884
expensive,11,11.0,7.475304305788986,82.22834736367884
best,11,11.0,7.475304305788986,82.22834736367884
girl,11,11.0,7.475304305788986,82.22834736367884
sigh,11,11.0,7.475304305788986,82.22834736367884
sometimes,11,11.0,7.475304305788986,82.22834736367884
their,11,11.0,7.475304305788986,82.22834736367884
thanks,10,10.0,7.562315682778616,75.62315682778616
ill,10,9.0,7.6576258625829405,76.57625862582941
f,10,8.0,7.762986378240766,77.62986378240767
dog,10,10.0,7.562315682778616,75.62315682778616
lunch,10,10.0,7.562315682778616,75.62315682778616
watch,10,10.0,7.562315682778616,75.62315682778616
care,10,10.0,7.562315682778616,75.62315682778616
fault,10,10.0,7.562315682778616,75.62315682778616
cool,10,10.0,7.562315682778616,75.62315682778616
funny,10,10.0,7.562315682778616,75.62315682778616
none,10,10.0,7.562315682778616,75.62315682778616
hours,10,9.0,7.6576258625829405,76.57625862582941
also,10,10.0,7.562315682778616,75.62315682778616
mind,10,10.0,7.562315682778616,75.62315682778616
shut,10,10.0,7.562315682778616,75.62315682778616
ache,10,10.0,7.562315682778616,75.62315682778616
dream,10,10.0,7.562315682778616,75.62315682778616
burned,10,10.0,7.562315682778616,75.62315682778616
annoyed,10,10.0,7.562315682778616,75.62315682778616
baby,10,10.0,7.562315682778616,75.62315682778616
high,10,10.0,7.562315682778616,75.62315682778616
frustrated,10,10.0,7.562315682778616,75.62315682778616
start,10,10.0,7.562315682778616,75.62315682778616
food,10,10.0,7.562315682778616,75.62315682778616
before,10,10.0,7.562315682778616,75.62315682778616
quite,10,10.0,7.562315682778616,75.62315682778616
job,10,10.0,7.562315682778616,75.62315682778616
hope,10,10.0,7.562315682778616,75.62315682778616
screwed,10,10.0,7.562315682778616,75.62315682778616
ya,10,10.0,7.562315682778616,75.62315682778616
feelin,10,10.0,7.562315682778616,75.62315682778616
ta,10,10.0,7.562315682778616,75.62315682778616
eyes,10,10.0,7.562315682778616,75.62315682778616
either,9,9.0,7.6576258625829405,68.91863276324646
tell,9,9.0,7.6576258625829405,68.91863276324646
tried,9,9.0,7.6576258625829405,68.91863276324646
said,9,9.0,7.6576258625829405,68.91863276324646
b,9,8.0,7.762986378240766,69.8668774041669
h,9,9.0,7.6576258625829405,68.91863276324646
thinking,9,9.0,7.6576258625829405,68.91863276324646
bus,9,9.0,7.6576258625829405,68.91863276324646
feet,9,7.0,7.88076941389715,70.92692472507436
forward,9,9.0,7.6576258625829405,68.91863276324646
painful,9,9.0,7.6576258625829405,68.91863276324646
hey,9,9.0,7.6576258625829405,68.91863276324646
once,9,9.0,7.6576258625829405,68.91863276324646
many,9,9.0,7.6576258625829405,68.91863276324646
ruined,9,9.0,7.6576258625829405,68.91863276324646
heat,9,9.0,7.6576258625829405,68.91863276324646
fever,9,9.0,7.6576258625829405,68.91863276324646
rip,9,9.0,7.6576258625829405,68.91863276324646
cancelled,9,9.0,7.6576258625829405,68.91863276324646
dying,9,9.0,7.6576258625829405,68.91863276324646
cuz,9,9.0,7.6576258625829405,68.91863276324646
those,9,9.0,7.6576258625829405,68.91863276324646
taking,9,9.0,7.6576258625829405,68.91863276324646
looks,9,9.0,7.6576258625829405,68.91863276324646
serious,9,9.0,7.6576258625829405,68.91863276324646
computer,9,9.0,7.6576258625829405,68.91863276324646
keep,9,9.0,7.6576258625829405,68.91863276324646
nervous,9,9.0,7.6576258625829405,68.91863276324646
tweet,9,9.0,7.6576258625829405,68.91863276324646
place,9,9.0,7.6576258625829405,68.91863276324646
happened,8,8.0,7.762986378240766,62.10389102592613
angry,8,8.0,7.762986378240766,62.10389102592613
dumb,8,8.0,7.762986378240766,62.10389102592613
part,8,8.0,7.762986378240766,62.10389102592613
morning,8,8.0,7.762986378240766,62.10389102592613
falling,8,8.0,7.762986378240766,62.10389102592613
ugly,8,8.0,7.762986378240766,62.10389102592613
rubbish,8,8.0,7.762986378240766,62.10389102592613
guy,8,8.0,7.762986378240766,62.10389102592613
went,8,8.0,7.762986378240766,62.10389102592613
traffic,8,8.0,7.762986378240766,62.10389102592613
game,8,8.0,7.762986378240766,62.10389102592613
vote,8,7.0,7.88076941389715,63.0461553111772
death,8,8.0,7.762986378240766,62.10389102592613
completely,8,8.0,7.762986378240766,62.10389102592613
chance,8,8.0,7.762986378240766,62.10389102592613
messed,8,8.0,7.762986378240766,62.10389102592613
g,8,8.0,7.762986378240766,62.10389102592613
wanted,8,8.0,7.762986378240766,62.10389102592613
driving,8,8.0,7.762986378240766,62.10389102592613
took,8,8.0,7.762986378240766,62.10389102592613
office,8,8.0,7.762986378240766,62.10389102592613
listen,8,8.0,7.762986378240766,62.10389102592613
talk,8,8.0,7.762986378240766,62.10389102592613
sunburn,8,8.0,7.762986378240766,62.10389102592613
reason,8,8.0,7.762986378240766,62.10389102592613
accident,8,8.0,7.762986378240766,62.10389102592613
w,8,8.0,7.762986378240766,62.10389102592613
legs,8,8.0,7.762986378240766,62.10389102592613
stopped,8,8.0,7.762986378240766,62.10389102592613
isnt,8,7.0,7.88076941389715,63.0461553111772
answer,8,8.0,7.762986378240766,62.10389102592613
world,8,8.0,7.762986378240766,62.10389102592613
till,8,8.0,7.762986378240766,62.10389102592613
early,8,8.0,7.762986378240766,62.10389102592613
found,8,8.0,7.762986378240766,62.10389102592613
finger,8,8.0,7.762986378240766,62.10389102592613
song,8,7.0,7.88076941389715,63.0461553111772
most,8,8.0,7.762986378240766,62.10389102592613
cried,8,8.0,7.762986378240766,62.10389102592613
started,8,8.0,7.762986378240766,62.10389102592613
yet,8,8.0,7.762986378240766,62.10389102592613
coffee,8,8.0,7.762986378240766,62.10389102592613
put,8,8.0,7.762986378240766,62.10389102592613
neck,8,8.0,7.762986378240766,62.10389102592613
bloody,8,8.0,7.762986378240766,62.10389102592613
forget,8,8.0,7.762986378240766,62.10389102592613
saddest,7,7.0,7.88076941389715,55.16538589728005
difficult,7,7.0,7.88076941389715,55.16538589728005
bye,7,6.0,8.014300806521673,56.10010564565171
bout,7,7.0,7.88076941389715,55.16538589728005
due,7,7.0,7.88076941389715,55.16538589728005
whole,7,7.0,7.88076941389715,55.16538589728005
blah,7,7.0,7.88076941389715,55.16538589728005
through,7,7.0,7.88076941389715,55.16538589728005
told,7,7.0,7.88076941389715,55.16538589728005
summer,7,7.0,7.88076941389715,55.16538589728005
loser,7,7.0,7.88076941389715,55.16538589728005
sit,7,6.0,8.014300806521673,56.10010564565171
darn,7,7.0,7.88076941389715,55.16538589728005
sleeping,7,7.0,7.88076941389715,55.16538589728005
hating,7,7.0,7.88076941389715,55.16538589728005
nobody,7,7.0,7.88076941389715,55.16538589728005
mp,7,7.0,7.88076941389715,55.16538589728005
happen,7,7.0,7.88076941389715,55.16538589728005
buy,7,7.0,7.88076941389715,55.16538589728005
ah,7,7.0,7.88076941389715,55.16538589728005
wants,7,7.0,7.88076941389715,55.16538589728005
damnit,7,7.0,7.88076941389715,55.16538589728005
hour,7,7.0,7.88076941389715,55.16538589728005
around,7,7.0,7.88076941389715,55.16538589728005
ok,7,7.0,7.88076941389715,55.16538589728005
fml,7,7.0,7.88076941389715,55.16538589728005
every,7,6.0,8.014300806521673,56.10010564565171
actually,7,7.0,7.88076941389715,55.16538589728005
mine,7,7.0,7.88076941389715,55.16538589728005
ready,7,7.0,7.88076941389715,55.16538589728005
ppl,7,6.0,8.014300806521673,56.10010564565171
reply,7,7.0,7.88076941389715,55.16538589728005
losing,7,7.0,7.88076941389715,55.16538589728005
knee,7,7.0,7.88076941389715,55.16538589728005
cut,7,7.0,7.88076941389715,55.16538589728005
maybe,7,7.0,7.88076941389715,55.16538589728005
cause,7,7.0,7.88076941389715,55.16538589728005
full,7,7.0,7.88076941389715,55.16538589728005
pissing,7,7.0,7.88076941389715,55.16538589728005
ohh,7,7.0,7.88076941389715,55.16538589728005
running,7,7.0,7.88076941389715,55.16538589728005
sadness,7,7.0,7.88076941389715,55.16538589728005
picture,7,7.0,7.88076941389715,55.16538589728005
forever,7,7.0,7.88076941389715,55.16538589728005
free,7,7.0,7.88076941389715,55.16538589728005
freakin,7,7.0,7.88076941389715,55.16538589728005
starving,7,7.0,7.88076941389715,55.16538589728005
confused,7,7.0,7.88076941389715,55.16538589728005
afford,7,7.0,7.88076941389715,55.16538589728005
less,7,7.0,7.88076941389715,55.16538589728005
ab,7,7.0,7.88076941389715,55.16538589728005
turn,7,7.0,7.88076941389715,55.16538589728005
dude,7,7.0,7.88076941389715,55.16538589728005
soon,7,7.0,7.88076941389715,55.16538589728005
watching,7,7.0,7.88076941389715,55.16538589728005
unhappy,7,7.0,7.88076941389715,55.16538589728005
real,7,7.0,7.88076941389715,55.16538589728005
play,7,6.0,8.014300806521673,56.10010564565171
outside,7,7.0,7.88076941389715,55.16538589728005
impressed,7,7.0,7.88076941389715,55.16538589728005
worry,7,7.0,7.88076941389715,55.16538589728005
saturday,7,7.0,7.88076941389715,55.16538589728005
gets,7,7.0,7.88076941389715,55.16538589728005
